210X1,210X11,210X16,210X36,210X104,210X106,210X118,210X156,210X167,210X190,210X193,220X33,220X163,220X166,311X25,311X26,311X74,311X86,311X87,311X88,311X90,311X182,311X183,311X184,311X189,311X211,312X51,312X129,340X109,360X896,360X1245,420X31,420X97,420X205,520X144,520X246,520X345,520X351,520X353,750X368,750X582,Value
101.35,28.14,0.076,445,5734.7,5741.2,111.185,117.42,134.865,72.1,0.02,946,0.391789,0.534437,4806,4833,7,8.5,8.3,8.5,8.3,12,38.7,39.5,50.9,4.89,332,32.8,48026,4.69,82.55,5928,8.7,1280,26162,26163,26163,26139,26163,76.25,0.35,2.816014134
101.35,28.13,0.076,445,5735.1,5740.6,111.07,117.4,134.81,72,0.02,936,0.463406,0.555478,4926,4953,7.2,8.7,8.5,8.9,8.6,6,38.7,39.5,52.9,4.77,344,32.9,48244,3.55,87.22,315,8.6,1617,63145,63145,63147,63129,63147,74.09,0.373,2.939255746
101.65,25.41,0.07,420,5723.7,5731.5,128.44,135.87,126.345,45.6,0.02,936,0.463406,0.563894,8763,8763,6.6,8.2,8,8.2,7.9,6,37.1,37.9,52.1,4.78,345,34,48244,3.55,87.22,1405,8.8,1651,63146,63146,63148,63130,63148,74.09,0.374,2.868794667
101.35,28.15,0.076,445,5734.2,5740.8,110.81,117.105,134.475,72.1,0.02,936,0.467619,0.538645,8757,8757,6.8,8.4,8,8.4,8.2,7,37.1,37.9,50.7,4.78,317,32.8,48236,3.52,87.34,1397,8.8,1602,63122,63122,63124,63106,63124,74.09,0.372,2.745705352
101.3,28.12,0.077,445,5734.6,5740.2,110.52,117.085,134.64,71.9,0.03,936,0.467619,0.542854,8760,8760,6.4,8.4,7.8,8.4,8.1,3,37.1,37.9,51.4,4.9,343,35.2,48240,3.55,87.23,1401,8.5,1309,63134,63134,63136,63118,63136,74.09,0.373,2.937688008
101.25,28.11,0.077,445,5734.7,5740.7,111.185,117.15,134.55,71.9,0.02,936,0.467619,0.542854,13531,13531,6.1,9.6,9.6,9.9,9.9,3,37,37.8,55.5,4.64,344,32.9,48241,3.55,87.23,5976,8.3,1338,63135,63135,63137,63119,63137,74.09,0.373,3.096050136
101.65,25.42,0.07,420,5723.5,5731.7,128.585,135.655,126.21,44.7,0.04,936,0.467619,0.542854,4270,4270,6.7,8.5,8.6,9.2,8.6,3,37.1,37.9,51.7,4.96,344,35.8,48241,3.55,87.23,312,8.4,1460,63136,63136,63138,63120,63138,74.09,0.373,2.877750958
101.45,28.24,0.077,440,5734.3,5740,111.08,117.21,135.55,70.2,0.01,968,-0.350622,-0.539252,4942,4969,7.2,8.3,8,8.3,8.2,2,38.7,39.5,51.5,4.84,344,31.5,48356,3.4,87.08,1503,8.8,1602,26444,26445,26445,26421,26445,74.52,0.372,2.846854061
101.35,28.14,0.076,440,5735.1,5740.3,111.165,117.585,135.28,70.3,0,968,-0.367726,-0.534973,4291,4291,6.9,9.3,9,9.3,9,5,37.1,37.9,52.4,4.93,343,34.7,48362,3.4,87.09,1508,8.7,1451,26459,26460,26460,26436,26460,74.22,0.377,2.94234725
100.75,25.29,0.07,420,5728.2,5736.4,128.175,135.52,71.225,44.2,0.02,988,0.410485,-0.530693,4396,4396,6.7,8.2,8.1,8.3,8.2,5,37.1,37.9,52.6,4.88,343,34.4,48726,3.37,86.74,6222,8.6,1231,63607,63607,63609,63591,63609,72.86,0.57,2.77261683
102,25.21,0.067,430,5738.6,5735.7,187.19,198.535,191.83,62.1,0,988,0.423312,-0.530693,5117,5144,6.7,7.7,7.4,7.7,7.9,1,38.7,39.5,51.1,5.11,331,35.6,48726,3.42,87,1645,8.9,1602,63608,63608,63610,63592,63610,72.85,0.571,2.593437042
101.65,25.19,0.067,430,5738.3,5735.8,187.015,198.04,192.105,61.8,0.01,988,0.401933,-0.526413,4397,4397,6.5,8.8,8.1,8.8,8.8,6,37.1,37.9,53.3,4.79,332,32.4,48727,3.47,87.02,1646,8.9,1553,63610,63610,63612,63594,63612,72.86,0.573,2.842227886
100.75,25.28,0.07,420,5728.5,5736.5,128.815,135.57,125.95,44.1,0.01,988,0.414761,-0.534973,5120,5147,6.9,7.8,7.5,7.8,7.8,4,38.7,39.5,53.3,4.71,344,33.8,48729,3.47,87,6227,8.5,1231,63617,63617,63619,63601,63619,72.86,0.576,2.860415936
100.6,28.02,0.076,445,5739.7,5745.6,110.235,116.48,130.425,72,0.02,951,0.463406,0.538645,4822,4849,6.9,8.5,8.1,8.5,8.5,2,38.7,39.5,52,4.95,342,31.9,47923,4.68,82.36,1079,8.9,1651,26293,26294,26294,26270,26294,75.83,0.368,2.861363587
98.24,14.46,0.081,460,5750.4,5746.2,160.61,169.58,168.01,42,0.01,952,0.459193,0.530229,8635,8635,6.5,7.9,7.9,8.3,8.1,7,37.1,37.9,52.7,4.71,341,31.4,47915,4.71,82.25,1067,8.7,1280,26269,26270,26270,26246,26270,75.83,0.368,2.983917755
100.75,28.13,0.076,445,5739.3,5745.9,110.425,116.82,134.475,72.2,0.02,952,0.459193,0.530229,13419,13419,5.9,9.5,9.4,9.8,9.6,3,37,37.8,56.2,4.71,331,33.5,47915,4.71,82.25,5715,8.5,1328,26270,26271,26271,26247,26271,75.83,0.368,3.005704808
100.7,25.15,0.071,420,5732.2,5739.8,127.93,135.065,71.98,49.1,0.02,952,0.476044,0.530229,4819,4846,7.1,8.9,8.4,8.9,8.6,12,38.7,39.5,52.5,4.89,344,33.9,47915,4.69,82.32,1068,8.8,1602,26271,26272,26272,26248,26272,75.82,0.368,2.743378343
98.23,14.45,0.081,460,5750.9,5746.9,160.62,169.825,168.68,42.2,0.01,952,0.459193,0.534437,8639,8639,7,7.9,7.9,8.2,8.2,11,37.1,37.9,51.9,4.81,342,31.7,47919,4.68,82.32,1073,9,1700,26281,26282,26282,26258,26282,75.83,0.368,3.033899217
100.65,28.04,0.076,445,5739.5,5746.1,110.75,116.575,134.36,72.1,0.01,952,0.459193,0.534437,13423,13423,6,9.4,9.5,10.1,9.6,7,37,37.8,57.3,4.69,333,34.1,47919,4.7,82.32,5721,8.3,1328,26282,26283,26283,26259,26283,75.82,0.369,3.16533353
100.75,25.18,0.07,420,5731.5,5740.2,127.825,134.825,125.5,48.9,0.02,952,0.463406,0.534437,4180,4180,6.8,8.6,8.4,8.6,8.3,3,37.1,37.9,51.5,5.03,345,34,47919,4.69,82.29,1074,8.5,1309,26283,26284,26284,26260,26284,75.83,0.368,2.909598432
98.23,14.46,0.081,460,5750.4,5746.5,161.335,169.75,168.505,42.2,0,952,0.463406,0.534437,8640,8640,6.5,8.3,8,8.3,8.5,12,37.1,37.9,52.8,4.67,342,33.4,47920,4.69,82.29,5722,8.4,1241,26284,26285,26285,26261,26285,75.83,0.37,3.09583614
100.55,28,0.076,445,5740.2,5746,110.18,116.595,133.96,72,0.02,951,0.463406,0.534437,4183,4183,6.6,9,8.9,9.5,9.1,6,37.1,37.9,51.3,5.08,345,35.7,47922,4.69,82.36,5726,8.6,1280,26292,26293,26293,26269,26293,75.83,0.368,2.95746717
101.7,28.4,0.077,440,5733.8,5739.3,110.92,117.02,135.06,70.2,0,971,0.346347,-0.513574,13627,13627,6.1,9.8,9.6,9.9,10.1,9,37,37.8,56.6,4.64,346,31.8,48429,3.55,87.1,6305,8.7,1275,63174,63174,63176,63158,63176,76.11,0.592,2.924262858
101.05,25.26,0.07,420,5723.7,5732,128.645,135.695,125.715,45.4,0.01,971,0.342071,-0.513574,4361,4361,6.8,9.1,8.5,9.1,8.6,6,37.1,37.9,52.6,4.89,346,32,48430,3.59,87.04,6307,8.6,1280,63178,63178,63180,63162,63180,76.11,0.589,2.632047237
101.45,28.16,0.077,440,5735.1,5739.5,110.845,117.5,135.04,69.9,0.02,971,0.354898,-0.513574,13629,13629,6.2,9.7,9.6,10,9.3,11,37,37.8,58,4.62,347,33.5,48431,3.59,87,6308,8.6,1280,63180,63180,63182,63164,63182,76.11,0.589,3.062528261
100.6,28.2,0.076,445,5740.8,5746.1,110.745,116.52,134.455,72.7,0.02,953,0.454981,0.467107,4858,4885,7,8,7.6,8,8,1,38.7,39.5,50.4,5.19,340,35.9,48134,3.64,87.65,5890,8.6,1031,26332,26333,26333,26309,26333,74.67,0.358,2.71875326
100.6,25.15,0.071,420,5732.7,5741.9,127.9,134.805,125.295,49.2,0.04,953,0.454981,0.471315,8674,8674,6.9,7.8,7.3,7.8,7.4,1,37.1,37.9,49.2,5.05,338,34.3,48134,3.64,87.65,186,8.5,1363,26333,26334,26334,26310,26334,74.67,0.367,2.559162947
100.55,28.16,0.076,445,5740.6,5746.6,110.725,116.53,134.095,72.8,0.01,953,0.454981,0.471315,13458,13458,5.9,9.4,9.3,9.5,9.6,1,37,37.8,56.8,4.74,329,32.4,48135,3.64,87.65,1235,9,1309,26334,26335,26335,26311,26335,74.68,0.381,2.945149063
101.45,27.99,0.077,440,5733.5,5739.4,111.295,117.78,135.095,68.5,0.01,981,-0.350622,-0.539252,4347,4347,6.7,8.7,8.5,8.7,8.9,5,37.1,37.9,52.3,4.93,359,34.3,48958,3.88,87.89,1963,8.8,1353,26411,26412,26412,26388,26412,75.67,0.563,2.993140596
101.4,27.98,0.077,440,5733.6,5739.9,111.18,117.52,135.03,68.6,0.01,980,-0.354898,-0.534973,13617,13617,6.3,10.1,9.6,10.1,9.8,12,37,37.8,56,4.69,358,33,48962,3.86,87.95,1967,8.9,1700,26419,26420,26420,26396,26420,75.66,0.563,3.076256364
101.55,28.28,0.077,445,5731.4,5737.5,111.735,118.01,135.31,69.6,0.02,895,0.406209,-0.505014,4702,4729,6.8,8,8,8.1,8.2,6,38.7,39.5,52.9,4.78,345,35.1,47629,4.67,83.55,17493,9.5,1846,63093,63093,63095,63077,63095,76.23,0.365,2.797752313
101.55,28.27,0.077,445,5730.1,5737.9,111.87,118.14,135.515,69.7,0.02,895,0.414761,-0.500734,8515,8515,6.6,8,7.6,8,7.8,6,37.1,37.9,51.7,4.86,332,32.5,47629,4.67,83.55,982,8.8,1499,63094,63094,63096,63078,63096,76.24,0.366,2.868438573
101.65,28.34,0.077,445,5731.1,5736.9,111.695,117.845,135.72,67.7,0.02,895,0.406209,-0.513574,8503,8503,6.4,7.6,7.4,7.6,7.5,1,37.1,37.9,51.1,4.96,326,31.1,47621,4.68,83.43,970,8.7,1402,63070,63070,63072,63054,63072,76.74,0.366,2.873667838
101.65,28.3,0.077,445,5730.7,5737.1,111.84,118.045,135.45,68.5,0.02,895,0.406209,-0.513574,4696,4723,6.9,8.2,7.9,8.2,8.1,7,38.7,39.5,51,4.88,344,34.3,47625,4.66,83.52,17487,9.6,1797,63081,63081,63083,63065,63083,76.23,0.362,2.753829348
101.7,41.05,0.084,445,5735.1,5736.2,66.24,70.675,65.74,35,0.33,953,0.450768,0.462898,13444,13444,5.8,9.6,9.2,9.8,10.1,2,37,37.8,56.7,4.72,344,31.9,47931,3.71,87.27,209,8.6,1617,26330,26331,26331,26307,26331,75.82,0.368,3.146891314
101.7,41.05,0.084,445,5735.7,5735.9,66.455,70.505,65.83,33.6,0.37,953,0.454981,0.462898,4844,4871,6.9,8.9,8.6,8.9,9,11,38.7,39.5,52.4,4.79,329,34.1,47932,3.71,87.26,1302,9,1602,26331,26332,26332,26308,26332,75.82,0.368,2.774261398
101.7,41.11,0.083,445,5734.4,5735.3,66.23,70.74,65.77,43.2,0.28,953,0.450768,0.462898,4197,4197,6.3,9.1,8.5,9.1,8.7,7,37.1,37.9,52.7,4.81,329,32,47923,3.68,87.12,197,8.6,1216,26306,26307,26307,26283,26307,75.83,0.368,2.992921057
101.7,41.13,0.083,445,5734.5,5735.1,66.495,70.88,65.69,43.4,0.36,953,0.450768,0.45869,4836,4863,7.1,8.2,7.9,8.2,8.6,3,38.7,39.5,51.8,4.96,315,32.9,47924,3.68,87.12,1290,9.1,1099,26307,26308,26308,26284,26308,75.82,0.369,2.818932254
98.3,14.5,0.081,460,5748.7,5745,160.855,169.485,168.3,42.2,0,961,0.404427,0.538645,8661,8661,6.6,8.5,8,8.5,8.3,7,37.1,37.9,50.7,4.78,347,28.9,48363,3.35,86.92,6130,8.5,1231,26243,26244,26244,26220,26244,75.97,0.361,2.999448258
98.31,14.49,0.081,460,5749.3,5745.4,160.83,159.725,168.465,42.1,0,961,0.404427,0.538645,8662,8662,6.5,8.1,7.8,8.1,8.1,8,37.1,37.9,50.6,4.84,355,31.1,48364,3.4,87.16,1555,8.8,1636,26246,26247,26247,26223,26247,75.97,0.362,3.084034455
98.32,14.48,0.081,460,5748.4,5745.6,160.87,170.335,168.665,41.9,0,961,0.40864,0.538645,8663,8663,6.3,8.3,8.1,8.4,8.2,9,37.1,37.9,52.1,4.81,354,31.1,48365,3.44,87.16,6133,8.6,1250,26249,26250,26250,26226,26250,75.98,0.361,3.043083799
98.34,14.48,0.081,460,5748.6,5744.9,160.54,169.485,168.04,41.7,0,961,0.40864,0.542854,8664,8664,6.8,8,7.8,8.2,8,10,37.1,37.9,50.2,4.86,354,30.2,48366,3.44,87.17,1558,8.5,1304,26252,26253,26253,26229,26253,75.98,0.362,3.204778239
98.33,14.48,0.081,460,5749.2,5745.8,161.08,170.05,168.545,41.6,0,961,0.40864,0.555478,8665,8665,6.4,8.1,7.9,8.1,8.1,11,37.1,37.9,50.2,4.92,354,30.4,48367,3.44,87.16,6136,8.5,1231,26255,26256,26256,26232,26256,75.98,0.362,3.074647837
98.32,14.47,0.081,460,5749.3,5745.2,161.265,169.565,168.71,41.5,0,961,0.40864,0.534437,8666,8666,6.8,8.6,8,8.6,8.2,12,37.1,37.9,50.6,4.79,351,33.7,48368,3.45,87.16,1561,8.8,1651,26258,26259,26259,26235,26259,75.97,0.363,3.007947106
101.1,40.99,0.085,445,5734.9,5734,66.395,70.625,65.955,27.3,0.37,1036,0.384829,-0.526413,5417,5444,6.8,9,8.4,9,8.7,13,38.7,39.5,52.7,4.86,343,32.3,48927,3.63,86.97,1823,8.7,1402,63504,63504,63506,63488,63506,68.35,0.716,2.980085081
101.1,40.99,0.085,445,5735.5,5734.1,66.41,70.715,65.81,26.8,0.39,1036,0.380554,-0.505014,9259,9259,6.6,8,7.6,8,7.7,9,37.1,37.9,52.8,4.67,358,32.9,48928,3.63,86.96,6404,8.5,1338,63505,63505,63507,63489,63507,68.35,0.715,3.014554159
101.85,40.38,0.083,435,5732.9,5734.1,65.56,69.62,64.865,61.7,0.23,1036,0.380554,-0.526413,5409,5436,6.8,8.2,8.1,8.5,8.1,5,38.7,39.5,51.3,4.85,343,32.9,48919,3.61,87.12,1811,8.8,1553,63480,63480,63482,63464,63482,68.35,0.716,2.758398689
101.85,40.37,0.083,435,5733.3,5734.1,65.465,69.68,64.89,52.5,0.33,1036,0.380554,-0.526413,4613,4613,6.7,9,8.3,9,8.7,10,37.1,37.9,52.4,4.94,343,33.8,48920,3.61,87.02,1812,8.8,1602,63482,63482,63484,63466,63484,68.36,0.717,2.761453899
101.85,40.39,0.084,435,5734.1,5734.2,65.485,69.615,64.85,46.4,0.39,1036,0.376278,-0.526413,9252,9252,6.4,7.8,7.6,8,7.9,2,37.1,37.9,51.5,4.87,343,32.3,48921,3.64,87.02,1813,8.9,1602,63484,63484,63486,63468,63486,68.35,0.717,2.693089788
101,41.03,0.082,445,5734.5,5734,66.665,70.975,65.84,38.9,0.17,1036,0.376278,-0.530693,9253,9253,6.6,7.8,7.6,8,7.8,3,37.1,37.9,52,4.81,359,33.6,48922,3.64,87.01,6395,8.3,1328,63487,63487,63489,63471,63489,68.35,0.716,3.201655295
101.1,41.02,0.085,445,5734.5,5733.3,66.465,70.91,65.935,28.4,0.42,1036,0.380554,-0.534973,5414,5441,7,8.2,8,8.2,8.2,10,38.7,39.5,50.6,4.96,359,34.3,48924,3.61,86.92,6399,8.5,1328,63495,63495,63497,63479,63497,68.35,0.716,3.00894283
101.1,41,0.085,445,5735.1,5734.2,66.47,70.69,65.905,27.1,0.33,1036,0.372002,-0.539252,9258,9258,6.3,8.2,7.9,8.2,8.1,8,37.1,37.9,52.8,4.7,343,33.3,48926,3.63,86.97,1822,8.5,1260,63502,63502,63504,63486,63504,68.35,0.716,3.246485596
101,28.32,0.075,445,5738.5,5745,110.46,116.265,134.325,72.7,0.09,962,-0.406209,-0.483615,13725,13725,6,10,9.6,10.1,9.7,11,37,37.8,56.3,4.69,347,31.7,48518,3.58,87.13,2051,9,1602,63236,63236,63238,63220,63238,70.82,0.574,3.174984591
100.85,28.03,0.076,445,5739,5744.3,110.375,116.085,134.08,72.8,0.02,962,-0.354898,-0.513574,13721,13721,6.2,10,9.4,10,10.3,7,37,37.8,57.2,4.7,344,33.9,48514,3.54,87.13,2045,9,1651,63224,63224,63226,63208,63226,71.07,0.583,3.030387174
98.34,14.5,0.081,460,5749.1,5745.4,161.01,169.45,168.47,42.4,0,962,-0.376278,-0.496455,13724,13724,6,10.1,9.7,10.1,9.8,10,37,37.8,54.8,4.82,335,32.5,48517,3.55,87.13,6636,8.6,1231,63233,63233,63235,63217,63235,70.82,0.573,3.123567117
98.24,14.5,0.081,460,5749.3,5744.9,160.763,169.78,168.477,42.3,0,962,-0.393381,-0.496455,5170,5197,7.1,8.2,7.9,8.2,8.2,2,38.7,39.5,51.1,4.86,335,35.2,48517,3.55,87.13,6637,8.6,1241,63235,63235,63237,63219,63237,70.83,0.573,3.068357561
101.8,41.16,0.083,445,5734.3,5734.5,66.31,70.675,65.785,29.8,0.32,960,0.400214,0.538645,4210,4210,6.6,9.2,8.7,9.2,8.6,7,37.1,37.9,53,4.77,336,32.8,48337,3.33,86.84,445,8.5,1519,26217,26218,26218,26194,26218,75.75,0.359,2.928646846
101.75,41.16,0.083,445,5734.5,5734.5,66.35,70.725,65.83,28.7,0.39,960,0.396002,0.542854,4849,4876,7.2,8.5,7.9,8.5,8.6,3,38.7,39.5,50.2,5,325,30.4,48337,3.33,86.84,1535,8.7,1602,26218,26219,26219,26195,26219,75.75,0.361,2.833758795
101.8,41.14,0.083,445,5734.7,5734.8,66.25,70.695,65.785,30.1,0.33,960,0.400214,0.538645,13454,13454,6.2,9.6,9.6,9.9,9.7,12,37,37.8,57.2,4.75,339,35.1,48337,3.39,87.12,6112,8.6,1328,26219,26220,26220,26196,26220,75.75,0.362,3.113605141
101.8,40.59,0.085,440,5736.1,5737.2,65.94,69.895,65.325,31.2,0.37,985,0.43614,-0.505014,9066,9066,6.4,8,7.6,8.2,7.9,2,37.1,37.9,51.8,4.82,343,32.9,48945,3.29,82.18,1887,8.8,1304,63656,63656,63658,63640,63658,73.25,0.741,2.930063505
101.8,40.59,0.085,440,5736.3,5736.8,65.69,69.945,65.415,33,0.33,985,0.453244,-0.496455,4506,4506,6.9,8.7,8.9,9.3,8.7,11,37.1,37.9,52.2,4.96,346,32.2,48945,3.29,82.19,6470,8.5,1231,63657,63657,63659,63641,63659,73.26,0.742,2.96022997
101.8,40.63,0.085,440,5735.7,5736.3,65.925,70.035,65.425,28.5,0.39,985,0.393381,-0.526413,4498,4498,6.5,8.8,8.4,8.8,8.5,3,37.1,37.9,52.5,4.86,340,32.6,48937,3.31,82.23,1876,8.9,1304,63633,63633,63635,63617,63635,73.25,0.738,2.88376551
101.85,40.63,0.085,440,5735.5,5736.5,65.86,69.715,65.25,29.3,0.36,985,0.393381,-0.530693,9063,9063,6.5,8.2,8,8.3,8.3,12,37.1,37.9,53.3,4.61,342,34.3,48937,3.31,82.19,6458,8.5,1280,63634,63634,63636,63618,63636,73.25,0.738,2.956667121
101.85,40.59,0.085,440,5735.9,5736.6,65.91,70.11,65.385,30.7,0.36,985,0.380554,-0.530693,13777,13777,6.1,9.7,9.6,9.9,9.5,11,37,37.8,55,4.77,343,35.6,48941,3.29,82.18,6463,8.7,1328,63644,63644,63646,63628,63646,73.26,0.74,3.072160528
101.8,40.59,0.085,440,5736.1,5736.8,65.85,69.895,65.135,29.5,0.38,985,0.384829,-0.530693,4502,4502,6.5,9.1,8.8,9.1,9,7,37.1,37.9,52.3,4.91,345,32,48941,3.29,82.19,1882,9,1651,63645,63645,63647,63629,63647,73.26,0.741,2.849835247
99.41,14.5,0.081,460,5739,5737.2,160.25,169.37,168.59,47.9,0.01,1029,0.384829,-0.530693,5422,5449,7,8.5,8.2,8.6,8.7,5,38.7,39.5,52,4.74,360,32.3,48967,4,88.22,2062,8.7,1499,63147,63147,63149,63131,63149,68.61,0.718,2.896108903
101.75,28.22,0.078,445,5733.7,5739.7,111.845,118.515,135.615,74.9,0.01,1029,0.376278,-0.522133,9264,9264,6.1,8,7.6,8,8.2,1,37.1,37.9,50.1,4.87,360,32.9,48968,4,88.22,6649,8.5,1431,63148,63148,63150,63132,63150,68.6,0.719,2.939805475
101.65,25.06,0.067,430,5733.9,5732.2,188.19,198.73,192.25,55.7,0.01,1029,0.376278,-0.539252,4626,4626,6.2,9.5,9.1,9.5,9.3,10,37.1,37.9,53.5,4.72,360,33.6,48968,3.99,88.19,2063,8.8,1451,63149,63149,63151,63133,63151,68.61,0.719,2.776995965
102.05,25.05,0.066,430,5736,5732.3,187.855,198.63,191.805,55.5,0.01,1029,0.372002,-0.539252,4628,4628,6.7,8.7,8.7,9.2,9,12,37.1,37.9,53.2,4.77,359,33.8,48970,3.98,88.23,2066,8.9,1748,63155,63155,63157,63139,63157,68.6,0.72,2.79249958
101.65,28.06,0.078,445,5734.1,5738.9,111.92,118.425,135.525,74.7,0.01,1029,0.376278,-0.539252,9267,9267,6.4,7.7,7.6,8.1,7.4,4,37.1,37.9,51.5,4.89,360,33.2,48971,3.98,88.23,2067,8.5,1553,63157,63157,63159,63141,63159,68.58,0.72,2.937501015
101.45,27.99,0.078,445,5733.3,5739.5,112.005,118.095,135.15,74.4,0.01,1029,0.372002,-0.539252,5427,5454,7,8.6,8.1,8.6,8.8,10,38.7,39.5,50.7,4.97,360,34.4,48972,3.97,88.22,6656,8.5,1431,63162,63162,63164,63146,63164,68.6,0.722,2.84099997
101.7,25.05,0.066,430,5742.1,5740.4,186.79,197.61,191.125,56.6,0.03,981,-0.410485,-0.509294,5179,5206,7,8.2,8,8.3,8.3,11,38.7,39.5,51.5,4.82,347,32.2,48684,3.54,87,1926,8.7,1602,63741,63741,63743,63725,63743,71.55,0.582,2.87443272
100.25,25.2,0.071,420,5734.1,5741.8,128.185,135.525,125.76,49.3,0.02,981,-0.367726,-0.487895,9019,9019,6.3,8.3,8,8.3,8,7,37.1,37.9,50,4.96,342,33.6,48684,3.54,87.01,6510,8.5,1177,63742,63742,63744,63726,63744,71.53,0.582,2.950052027
101.55,25.09,0.067,430,5742.3,5740.1,187.16,197.785,191.94,57,0.03,981,-0.36345,-0.522133,5171,5198,7.2,8.1,8,8.1,8.5,3,38.7,39.5,51.7,4.81,332,32.5,48676,3.45,86.74,1918,8.7,1651,63717,63717,63719,63701,63719,71.53,0.581,2.917260655
100.35,25.19,0.071,420,5733.2,5741.4,128.435,135.96,125.78,49,0.05,981,-0.359174,-0.517854,13726,13726,6.1,9.6,9.7,10.2,9.8,12,37,37.8,57.1,4.64,327,33.4,48676,3.45,86.74,6502,8.5,1231,63718,63718,63720,63702,63720,71.53,0.582,3.069874258
101.55,27.95,0.078,445,5735.5,5740.5,111.675,117.93,135.02,73.8,0.01,1030,0.393381,-0.522133,4590,4590,6.7,8.7,8.6,8.8,8.9,4,37.1,37.9,52.3,4.91,343,32.6,48984,3.27,82.13,1849,9,1602,63715,63715,63717,63699,63717,69.99,0.703,2.986173152
99.2,14.49,0.081,460,5741.8,5738.8,160.575,168.805,168.72,47.4,0.01,1030,0.397657,-0.513574,9224,9224,6.3,7.7,7.7,8.4,8,13,37.1,37.9,52,4.79,337,34.2,48984,3.27,82.14,6430,8.3,947,63716,63716,63718,63700,63718,70,0.703,3.15357553
101.8,40.52,0.085,440,5737.1,5736.9,65.815,69.85,65.18,32.8,0.35,1030,0.389105,-0.534973,5378,5405,7,8.6,8.2,8.6,8.7,9,38.7,39.5,53,4.77,330,33,48976,3.3,82.1,1837,8.7,1499,63691,63691,63693,63675,63693,70,0.703,2.871042634
101.8,40.53,0.085,440,5737.1,5736.7,65.72,62.165,65.165,34.1,0.32,1030,0.384829,-0.534973,9216,9216,6.8,8,7.7,8.1,8.4,5,37.1,37.9,51.6,4.84,335,32.9,48976,3.3,82.1,6418,8.5,1177,63692,63692,63694,63676,63694,69.99,0.703,2.821897543
101.55,28.09,0.078,445,5735.6,5740.6,111.2,117.88,135.23,74.1,0,1030,0.393381,-0.526413,5382,5409,6.8,8.5,8.1,8.5,8.6,13,38.7,39.5,53.4,4.7,341,35.7,48980,3.27,82.13,1843,8.5,1304,63703,63703,63705,63687,63705,70,0.703,3.083927735
101.6,25.07,0.066,430,5736.4,5734.2,187.14,198.345,192.11,54.9,0.01,1030,0.380554,-0.530693,9220,9220,6.7,7.7,7.8,8.2,7.9,9,37.1,37.9,53.1,4.65,345,31.5,48980,3.27,82.13,6424,8.4,1177,63704,63704,63706,63688,63706,70,0.703,2.989412715
98.66,14.43,0.082,455,5745.3,5740.1,159.425,168.295,167.66,42.7,0,987,0.393381,-0.534973,5184,5211,7.2,8.3,8,8.3,8.8,3,38.7,39.5,52.9,4.77,342,31.5,48562,3.37,86.8,1526,8.7,1451,63454,63454,63456,63438,63456,72.7,0.555,2.856949962
101.2,27.95,0.077,440,5734.8,5740.6,110.975,117.49,134.85,70.5,0.03,987,0.384829,-0.539252,13739,13739,6.3,9.7,9.6,9.9,10.1,12,37,37.8,55.3,4.75,348,30.2,48562,3.36,86.82,6103,8.5,1231,63455,63455,63457,63439,63457,72.7,0.554,3.23169949
98.65,14.45,0.082,455,5745,5740,159.58,168.16,168.01,42.8,0.01,987,0.393381,-0.534973,4464,4464,6.5,8.9,8.6,9.3,8.8,8,37.1,37.9,52.4,4.89,350,32.1,48562,3.43,87.06,437,8.5,1607,63456,63456,63458,63440,63458,72.7,0.554,2.88058077
101.3,27.91,0.077,440,5735.3,5741.6,110.8,116.99,134.86,71.4,0.02,987,0.393381,-0.534973,9030,9030,6.5,7.9,7.8,8.5,7.6,5,37.1,37.9,52.1,4.8,349,31,48568,3.46,87.08,6109,8.4,1231,63473,63473,63475,63457,63475,72.7,0.555,2.922420189
0,0,0,0,0,0,0,0,0,0,0,982,0.380554,-0.505014,4408,4408,6.6,8.8,8.4,8.9,9.1,4,37.1,37.9,52.6,4.87,356,32,48628,3.5,87.05,6155,8.4,1280,63530,63530,63532,63514,63532,71.53,0.579,3.049317466
0,0,0,0,0,0,0,0,0,0,0,983,0.376278,-0.530693,5125,5152,6.8,8,8,8.1,8.3,9,38.7,39.5,53,4.8,345,32.1,48620,3.42,86.76,6143,8.5,1328,63506,63506,63508,63490,63508,71.77,0.584,2.910305912
98.58,14.43,0.082,455,5746.6,5741.6,159.72,167.91,167.795,44,0.01,983,0.372002,-0.534973,8965,8965,6.2,7.8,7.4,7.9,7.5,5,37.1,37.9,52,4.8,350,34,48620,3.41,86.78,1567,8.7,1553,63507,63507,63509,63491,63509,71.77,0.584,2.938358937
98.63,14.43,0.082,455,5745.7,5741.5,159.305,168.74,168.41,44,0,983,0.372002,-0.539252,13676,13676,5.9,9.9,9.4,9.9,9.5,1,37,37.8,56.8,4.82,352,31.3,48620,3.45,87.06,6144,8.5,1231,63508,63508,63510,63492,63510,71.77,0.584,3.158075871
101.2,27.91,0.077,440,5735.1,5741.6,110.83,117.04,134.7,72.2,0.02,982,0.372002,-0.530693,4407,4407,6.6,8.2,8,8.2,8.2,3,37.1,37.9,52.8,4.79,358,34.4,48626,3.5,87.05,1577,9,1695,63527,63527,63529,63511,63529,71.53,0.579,2.831751538
